Cell,Parent,LineageName,Birth,Death,Type,Description,,
gon herm vut,Z4aaaaaa,Z4aaaaaap,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppaapa,Z1ppaapap,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppaapa,Z1ppaapaa,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppaaap,Z1ppaaapp,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aaaaap,Z4aaaaapa,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppaaaa,Z1ppaaaap,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aaaaap,Z4aaaaapp,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aapapa,Z4aapapaa,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppaapp,Z1ppaappp,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aappaa,Z4aappaaa,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aapapp,Z4aapappp,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aapapa,Z4aapapap,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aapapp,Z4aapappa,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm dut,Z1pappaap,Z1pappaapa,2930,,repro,Dorsal uterus.,,
gon herm sujn P,Z1pappapp,Z1pappappp,2930,,repro,Posterior spermathecal-uterine junction.,,
gon herm dut,Z1pappapp,Z1pappappa,2930,,repro,Dorsal uterus.,,
hyp7,H1Lapp,H1Lappa,2930,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,H1Rapp,H1Rappp,2930,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm dut,Z1pappapa,Z1pappapap,2930,,repro,Dorsal uterus.,,
gon herm sujn A,Z1papapaa,Z1papapaaa,2930,,repro,Anterior spermathecal-uterine junction.,,
gon herm dut,Z1papapaa,Z1papapaap,2930,,repro,Dorsal uterus.,,
gon herm spth P,Z4paaaa,Z4paaaaa,2930,,repro,Posterior spermatheca.,,
gon herm dut,Z1papapap,Z1papapapa,2930,,repro,Dorsal uterus.,,
se,H1Lapp,H1Lappp,2930,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm spth P,Z4paaaa,Z4paaaap,2930,,repro,Posterior spermatheca.,,
gon herm dut,Z1papappa,Z1papappaa,2930,,repro,Dorsal uterus.,,
gon herm dut,Z1pappaap,Z1pappaapp,2930,,repro,Dorsal uterus.,,
gon herm dut,Z1pappaaa,Z1pappaaap,2930,,repro,Dorsal uterus.,,
gon herm dut,Z1papapap,Z1papapapp,2930,,repro,Dorsal uterus.,,
gon herm dut,Z1papappp,Z1papapppp,2930,,repro,Dorsal uterus.,,
gon herm dut,Z1papappp,Z1papapppa,2930,,repro,Dorsal uterus.,,
gon herm dut,Z1pappaaa,Z1pappaaaa,2930,,repro,Dorsal uterus.,,
hyp7,H1Rapp,H1Rappa,2930,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm dut,Z1papappa,Z1papappap,2930,,repro,Dorsal uterus.,,
gon herm dut,Z1pappapa,Z1pappapaa,2930,,repro,Dorsal uterus.,,
Z1apppaaa,Z1apppaa,Z1apppaaa,2960,,,,,
Z1apppaap,Z1apppaa,Z1apppaap,2960,,,,,
Z1apppapa,Z1apppap,Z1apppapa,2960,,,,,
gon herm spth A,Z1apppap,Z1apppapp,2960,,repro,Anterior spermatheca.,,
Z4paaapap,Z4paaapa,Z4paaapap,2960,,,,,
Z4paaappp,Z4paaapp,Z4paaappp,2960,,,,,
Z4appaappp,Z4appaapp,Z4appaappp,2960,,,,,
Z4appaappa,Z4appaapp,Z4appaappa,2960,,,,,
Z4paaappa,Z4paaapp,Z4paaappa,2960,,,,,
gon herm spth P,Z4paaapa,Z4paaapaa,2960,,repro,Posterior spermatheca.,,
gon herm spth P,Z4appaapa,Z4appaapaa,2960,,repro,Posterior spermatheca.,,
gon herm dut,Z4apapapp,Z4apapappa,2960,,repro,Dorsal uterus.,,
gon herm spth A,Z1paappap,Z1paappapp,2960,,repro,Anterior spermatheca.,,
gon herm dut,Z4apapaaa,Z4apapaaaa,2960,,repro,Dorsal uterus.,,
gon herm dut,Z4apapapa,Z4apapapap,2960,,repro,Dorsal uterus.,,
gon herm dut,Z4apapapa,Z4apapapaa,2960,,repro,Dorsal uterus.,,
Z1paappapa,Z1paappap,Z1paappapa,2960,,,,,
gon herm dut,Z4apaappp,Z4apaapppp,2960,,repro,Dorsal uterus.,,
gon herm dut,Z4apapaap,Z4apapaapp,2960,,repro,Dorsal uterus.,,
gon herm dut,Z4apapaap,Z4apapaapa,2960,,repro,Dorsal uterus.,,
gon herm dut,Z4apaappp,Z4apaapppa,2960,,repro,Dorsal uterus.,,
gon herm sujn P,Z4apapapp,Z4apapappp,2960,,repro,Posterior spermathecal-uterine junction.,,
gon herm dut,Z4apaappa,Z4apaappap,2960,,repro,Dorsal uterus.,,
Z1paappaap,Z1paappaa,Z1paappaap,2960,,,,,
gon herm dut,Z4apaapap,Z4apaapapp,2960,,repro,Dorsal uterus.,,
gon herm dut,Z4apaapap,Z4apaapapa,2960,,repro,Dorsal uterus.,,
gon herm dut,Z4apaapaa,Z4apaapaap,2960,,repro,Dorsal uterus.,,
gon herm sujn A,Z4apaapaa,Z4apaapaaa,2960,,repro,Anterior spermathecal-uterine junction.,,
Z1paappaaa,Z1paappaa,Z1paappaaa,2960,,,,,
Z4appaapap,Z4appaapa,Z4appaapap,2960,,,,,
gon herm dut,Z4apaappa,Z4apaappaa,2960,,repro,Dorsal uterus.,,
gon herm dut,Z4apapaaa,Z4apapaaap,2960,,repro,Dorsal uterus.,,
gon herm spth P,Z4appaappp,Z4appaapppp,2972,,repro,Posterior spermatheca.,,
gon herm spth P,Z4appaappp,Z4appaapppa,2972,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaappp,Z4paaapppp,2990,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaappa,Z4paaappap,2990,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaappp,Z4paaapppa,2990,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaappa,Z4paaappaa,2990,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaapap,Z4paaapapp,2990,,repro,Posterior spermatheca.,,
gon herm spth P,Z4appaapap,Z4appaapapp,2990,,repro,Posterior spermatheca.,,
gon herm spth P,Z4appaapap,Z4appaapapa,2990,,repro,Posterior spermatheca.,,
gon herm spth A,Z1apppaaa,Z1apppaaaa,2990,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppaaa,Z1apppaaap,2990,,repro,Anterior spermatheca.,,
gon herm spth A,Z1paappaaa,Z1paappaaap,2990,,repro,Anterior spermatheca.,,
gon herm spth A,Z1paappaaa,Z1paappaaaa,2990,,repro,Anterior spermatheca.,,
gon herm spth P,Z4appaappa,Z4appaappap,2990,,repro,Posterior spermatheca.,,
gon herm spth P,Z4appaappa,Z4appaappaa,2990,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaapap,Z4paaapapa,2990,,repro,Posterior spermatheca.,,
gon herm spth A,Z1paappapa,Z1paappapap,3020,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppaap,Z1apppaapa,3020,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppaap,Z1apppaapp,3020,,repro,Anterior spermatheca.,,
gon herm spth A,Z1paappaap,Z1paappaapp,3020,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppapa,Z1apppapaa,3020,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppapa,Z1apppapap,3020,,repro,Anterior spermatheca.,,
gon herm spth A,Z1paappaap,Z1paappaapa,3020,,repro,Anterior spermatheca.,,
gon herm spth A,Z1paappapa,Z1paappapaa,3020,,repro,Anterior spermatheca.,,
P0,,P0,,,,The single-cell zygote.,,
